"região" "ano" "pop" "faixa"
"243" "Sudeste" 2019 5594915 "5-9 anos"
"244" "Sul" 2019 1897160 "5-9 anos"
"245" "Centro-Oeste" 2019 1154594 "5-9 anos"
"246" "Norte" 2020 1655717 "5-9 anos"
"247" "Nordeste" 2020 4502130 "5-9 anos"
"248" "Sudeste" 2020 5526287 "5-9 anos"
"249" "Sul" 2020 1877505 "5-9 anos"
"250" "Centro-Oeste" 2020 1146955 "5-9 anos"
"251" "Norte" 1996 1478060 "10-14 anos"
"252" "Nordeste" 1996 5660704 "10-14 anos"
"253" "Sudeste" 1996 6786721 "10-14 anos"
"254" "Sul" 1996 2422891 "10-14 anos"
"255" "Centro-Oeste" 1996 1167460 "10-14 anos"
"256" "Norte" 1997 1518895 "10-14 anos"
"257" "Nordeste" 1997 5729453 "10-14 anos"
"258" "Sudeste" 1997 6897558 "10-14 anos"
"259" "Sul" 1997 2458013 "10-14 anos"
"260" "Centro-Oeste" 1997 1197023 "10-14 anos"
"261" "Norte" 1998 1553082 "10-14 anos"
"262" "Nordeste" 1998 5787277 "10-14 anos"
"263" "Sudeste" 1998 6990797 "10-14 anos"
"264" "Sul" 1998 2487270 "10-14 anos"
"265" "Centro-Oeste" 1998 1221826 "10-14 anos"
"266" "Norte" 1999 1587318 "10-14 anos"
"267" "Nordeste" 1999 5845207 "10-14 anos"
"268" "Sudeste" 1999 7084170 "10-14 anos"
"269" "Sul" 1999 2516555 "10-14 anos"
"270" "Centro-Oeste" 1999 1246733 "10-14 anos"
"271" "Norte" 2000 1577659 "10-14 anos"
"272" "Nordeste" 2000 5612577 "10-14 anos"
"273" "Sudeste" 2000 6752128 "10-14 anos"
"274" "Sul" 2000 2388124 "10-14 anos"
"275" "Centro-Oeste" 2000 1188308 "10-14 anos"
"276" "Norte" 2001 1591589 "10-14 anos"
"277" "Nordeste" 2001 5539271 "10-14 anos"
"278" "Sudeste" 2001 6700799 "10-14 anos"
"279" "Sul" 2001 2378225 "10-14 anos"
"280" "Centro-Oeste" 2001 1192590 "10-14 anos"
"281" "Norte" 2002 1611198 "10-14 anos"
"282" "Nordeste" 2002 5469066 "10-14 anos"
"283" "Sudeste" 2002 6671672 "10-14 anos"
"284" "Sul" 2002 2376192 "10-14 anos"
"285" "Centro-Oeste" 2002 1201762 "10-14 anos"
"286" "Norte" 2003 1634585 "10-14 anos"
"287" "Nordeste" 2003 5404219 "10-14 anos"
"288" "Sudeste" 2003 6659890 "10-14 anos"
"289" "Sul" 2003 2379136 "10-14 anos"
"290" "Centro-Oeste" 2003 1214097 "10-14 anos"
"291" "Norte" 2004 1658173 "10-14 anos"
"292" "Nordeste" 2004 5345450 "10-14 anos"
"293" "Sudeste" 2004 6654699 "10-14 anos"
"294" "Sul" 2004 2381661 "10-14 anos"
"295" "Centro-Oeste" 2004 1226497 "10-14 anos"
"296" "Norte" 2005 1679527 "10-14 anos"
"297" "Nordeste" 2005 5294555 "10-14 anos"
"298" "Sudeste" 2005 6649263 "10-14 anos"
"299" "Sul" 2005 2380062 "10-14 anos"
"300" "Centro-Oeste" 2005 1236757 "10-14 anos"
"301" "Norte" 2006 1698862 "10-14 anos"
"302" "Nordeste" 2006 5253556 "10-14 anos"
"303" "Sudeste" 2006 6647886 "10-14 anos"
"304" "Sul" 2006 2374723 "10-14 anos"
"305" "Centro-Oeste" 2006 1245153 "10-14 anos"
"306" "Norte" 2007 1715781 "10-14 anos"
"307" "Nordeste" 2007 5223811 "10-14 anos"
"308" "Sudeste" 2007 6652772 "10-14 anos"
"309" "Sul" 2007 2365173 "10-14 anos"
"310" "Centro-Oeste" 2007 1251551 "10-14 anos"
"311" "Norte" 2008 1729448 "10-14 anos"
"312" "Nordeste" 2008 5208105 "10-14 anos"
"313" "Sudeste" 2008 6662687 "10-14 anos"
"314" "Sul" 2008 2350208 "10-14 anos"
"315" "Centro-Oeste" 2008 1255133 "10-14 anos"
"316" "Norte" 2009 1738805 "10-14 anos"
"317" "Nordeste" 2009 5208144 "10-14 anos"
"318" "Sudeste" 2009 6676086 "10-14 anos"
"319" "Sul" 2009 2328517 "10-14 anos"
"320" "Centro-Oeste" 2009 1255034 "10-14 anos"
"321" "Norte" 2010 1741901 "10-14 anos"
"322" "Nordeste" 2010 5220410 "10-14 anos"
"323" "Sudeste" 2010 6689857 "10-14 anos"
"324" "Sul" 2010 2298436 "10-14 anos"
"325" "Centro-Oeste" 2010 1249973 "10-14 anos"
"326" "Norte" 2011 1755480 "10-14 anos"
"327" "Nordeste" 2011 5244187 "10-14 anos"
"328" "Sudeste" 2011 6686050 "10-14 anos"
"329" "Sul" 2011 2281915 "10-14 anos"
"330" "Centro-Oeste" 2011 1257450 "10-14 anos"
"331" "Norte" 2012 1767248 "10-14 anos"
"332" "Nordeste" 2012 5260289 "10-14 anos"
"333" "Sudeste" 2012 6656935 "10-14 anos"
"334" "Sul" 2012 2259966 "10-14 anos"
"335" "Centro-Oeste" 2012 1262339 "10-14 anos"
"336" "Norte" 2013 1777675 "10-14 anos"
"337" "Nordeste" 2013 5263739 "10-14 anos"
"338" "Sudeste" 2013 6602399 "10-14 anos"
"339" "Sul" 2013 2234761 "10-14 anos"
"340" "Centro-Oeste" 2013 1265592 "10-14 anos"
"341" "Norte" 2014 1787240 "10-14 anos"
"342" "Nordeste" 2014 5249365 "10-14 anos"
"343" "Sudeste" 2014 6522882 "10-14 anos"
"344" "Sul" 2014 2208810 "10-14 anos"
"345" "Centro-Oeste" 2014 1268315 "10-14 anos"
"346" "Norte" 2015 1797626 "10-14 anos"
"347" "Nordeste" 2015 5216290 "10-14 anos"
"348" "Sudeste" 2015 6420790 "10-14 anos"
"349" "Sul" 2015 2185246 "10-14 anos"
"350" "Centro-Oeste" 2015 1272291 "10-14 anos"
"351" "Norte" 2016 1792264 "10-14 anos"
